Garage door,Well,Furnace,Kitchen,Barn,Living room,Home office,gen,Microwave,hour,Fridge,Dishwasher,dewPoint,use,time
0.013183333,0.001016667,0.16575,0.0008500329999999,0.031783333,0.001616667,0.444783333,0.003433333,0.004216667,5,0.035016667,0.0,24.4,0.840583333,2016-01-01 05:13:00
0.013116667,0.001016667,0.0827,0.0009666659999999,0.03175,0.00155,0.443833333,0.003433333,0.004233333,5,0.004783333,1.67e-05,24.4,0.7032,2016-01-01 05:14:00
0.0131,0.001,0.0843,0.0008833329999999,0.031733333,0.001583333,0.307783333,0.00345,0.004216667,5,0.004916667,0.0,24.4,0.571883333,2016-01-01 05:15:00
0.013116667,0.001,0.08405,0.0008333,0.031833333,0.001616667,0.22045,0.00345,0.004233333,5,0.004983333,1.67e-05,24.4,0.485733333,2016-01-01 05:16:00
0.013083333,0.001016667,0.08275,0.000850033,0.03185,0.001716667,0.26005,0.003433333,0.00425,5,0.00495,0.0,24.4,0.523166667,2016-01-01 05:17:00
0.01315,0.001016667,0.0836,0.00085,0.031866667,0.00165,0.272066667,0.00345,0.004233333,5,0.00495,0.0,24.4,0.5362,2016-01-01 05:18:00
0.01315,0.001,0.083316667,0.000833333,0.0319,0.00175,0.270066667,0.00345,0.004233333,5,0.00495,1.67e-05,24.4,0.53415,2016-01-01 05:19:00
0.013116667,0.001016667,0.0836,0.00085,0.031816667,0.001566667,0.270033333,0.00345,0.004233333,5,0.00495,0.0,24.4,0.533816667,2016-01-01 05:20:00
0.013083333,0.001016667,0.083833333,0.00085,0.031733333,0.001666667,0.259816667,0.00345,0.004216667,5,0.00495,1.67e-05,24.4,0.523633333,2016-01-01 05:21:00
0.013133333,0.001016667,0.130433333,0.000816633,0.031683333,0.001516667,0.257,0.003416667,0.004233333,5,0.004983333,0.0,24.4,0.57725,2016-01-01 05:22:00
0.0132,0.001016667,0.21495,0.0007834,0.031716667,0.00165,0.2571,0.003433333,0.004216667,5,0.005016667,1.67e-05,24.4,0.679566667,2016-01-01 05:23:00
0.01335,0.001,0.7299,0.0007833,0.031566667,0.001566667,0.2541,0.0034,0.0042,5,0.0052,1.67e-05,24.4,1.293166667,2016-01-01 05:24:00
0.013183333,0.001,0.900616667,0.0007834,0.031066667,0.00165,0.253933333,0.003433333,0.004166667,5,0.00555,1.67e-05,24.4,1.546666667,2016-01-01 05:25:00
0.012783333,0.001016667,1.17365,0.000850034,0.030966667,0.0016,0.254533333,0.003416667,0.010066667,5,0.004916667,6.67e-05,24.4,1.82235,2016-01-01 05:26:00
0.012666667,0.0015,1.0743166670000002,0.001000033,0.088066667,0.001366667,0.255533333,0.002033333,1.040766667,5,0.004566667,8.33e-05,24.4,2.642516667,2016-01-01 05:27:00
0.012716667,0.001166667,0.9828,0.000950034,0.113516667,0.001583333,0.255816667,0.003133333,0.004383333,5,0.00475,0.0001,24.4,1.73935,2016-01-01 05:28:00
0.0125,0.001066667,0.5167,0.0013,0.031766667,0.001166667,0.256033333,0.003083333,0.0045,5,0.004566667,0.00025,24.4,1.1872,2016-01-01 05:29:00
0.012533333,0.00105,0.449283333,0.001300033,0.03175,0.00115,0.256866667,0.003083333,0.0045,5,0.004933333,0.000216667,24.4,1.19095,2016-01-01 05:30:00
0.013016667,0.001066667,0.083716667,0.000900034,0.03175,0.001166667,0.254583333,0.003066667,0.0045,5,0.004816667,1.67e-05,24.4,0.833083333,2016-01-01 05:31:00
0.013033333,0.00105,0.08265,0.000933367,0.031733333,0.0012,0.25655,0.003066667,0.004516667,5,0.004816667,0.0,24.4,0.834283333,2016-01-01 05:32:00
0.013033333,0.001066667,0.0832499999999999,0.0009,0.031683333,0.001183333,0.256016667,0.003066667,0.0045,5,0.004816667,1.67e-05,24.4,0.840433333,2016-01-01 05:33:00
0.012983333,0.001066667,0.082466667,0.0009,0.031833333,0.001233333,0.256183333,0.00305,0.004533333,5,0.004816667,1.67e-05,24.4,0.869733333,2016-01-01 05:34:00
0.013,0.001066667,0.0843,0.000916667,0.03175,0.00115,0.2553,0.00305,0.004516667,5,0.005216667,0.0,24.4,0.853883333,2016-01-01 05:35:00
0.013033333,0.00105,0.084083333,0.000933367,0.0318,0.001166667,0.256683333,0.003083333,0.004516667,5,0.004816667,1.67e-05,24.4,0.8491,2016-01-01 05:36:00
0.013116667,0.001066667,0.2193,0.0008333329999999,0.0317,0.001216667,0.2542,0.00305,0.0045,5,0.004883333,0.0,24.4,1.013333333,2016-01-01 05:37:00
0.013316667,0.00115,0.4366166669999999,0.000700033,0.086216667,0.00135,0.2478,0.003033333,0.00445,5,0.004983333,1.67e-05,24.4,1.3159,2016-01-01 05:38:00
0.01355,0.0012,0.702366666,0.0005834,0.119366667,0.001483333,0.23785,0.00305,0.00445,5,0.005116667,6.67e-05,24.4,1.654516667,2016-01-01 05:39:00
0.01355,0.001083333,0.703766667,0.000616667,0.031666667,0.001166667,0.242433333,0.003066667,0.004483333,5,0.00555,5e-05,24.4,1.582083333,2016-01-01 05:40:00
0.013483333,0.00105,0.640416667,0.000649967,0.03155,0.001383333,0.246733333,0.0032,0.004383333,5,0.005133333,5e-05,24.4,1.440416667,2016-01-01 05:41:00
0.013433333,0.001066667,0.614366666,0.000616733,0.0316,0.001216667,0.202433333,0.00305,0.004483333,5,0.005133333,3.33e-05,24.4,1.42185,2016-01-01 05:42:00
0.013083333,0.001016667,0.1634,0.000583367,0.031883333,0.001216667,0.043333333,0.00305,0.0045,5,0.0408,1.67e-05,24.4,0.7322,2016-01-01 05:43:00
0.012933333,0.001033333,0.1498333339999999,0.000816667,0.03185,0.001516667,0.043383333,0.003366667,0.0043,5,0.005,1.67e-05,24.4,0.523216667,2016-01-01 05:44:00
0.013,0.001016667,0.129316666,0.000783367,0.03185,0.001516667,0.043383333,0.00335,0.0043,5,0.005,0.0,24.4,0.50875,2016-01-01 05:45:00
0.01285,0.001016667,0.18355,0.000833333,0.03415,0.0015,0.043416667,0.003333333,0.004316667,5,0.00495,3.33e-05,24.4,0.613583333,2016-01-01 05:46:00
0.0126,0.00125,0.3743999999999999,0.001016666,0.17555,0.001833333,0.0436,0.00335,0.00425,5,0.004766667,0.000133333,24.4,0.917666667,2016-01-01 05:47:00
0.012333333,0.001016667,0.562366667,0.001200034,0.036783333,0.001483333,0.043666667,0.003366667,0.004266667,5,0.00465,0.000266667,24.4,0.9594,2016-01-01 05:48:00
0.0124,0.001033333,0.533083333,0.0012,0.031633333,0.001466667,0.043716667,0.003383333,0.004266667,5,0.004683333,0.000266667,24.4,0.918633333,2016-01-01 05:49:00
0.012416667,0.001016667,0.511716666,0.0012166339999999,0.031783333,0.001633333,0.043516667,0.003416667,0.004233333,5,0.004716667,0.000233333,24.4,0.837,2016-01-01 05:50:00
0.0129,0.001,0.1587,0.000833333,0.031766667,0.001633333,0.043283333,0.0034,0.004216667,5,0.005,3.33e-05,24.4,0.494866667,2016-01-01 05:51:00
0.013133333,0.001,0.221716666,0.0007167,0.031766667,0.001616667,0.043166667,0.003433333,0.004233333,5,0.005133333,1.67e-05,24.4,0.5872,2016-01-01 05:52:00
0.013316667,0.001,0.472616666,0.0007833,0.031766667,0.001616667,0.042916667,0.003383333,0.004233333,5,0.042216667,3.33e-05,24.4,0.9307,2016-01-01 05:53:00
0.0135,0.001,0.707216666,0.000650033,0.031666667,0.001516667,0.042616667,0.003433333,0.0042,5,0.167066667,6.67e-05,24.4,1.36085,2016-01-01 05:54:00
0.013466667,0.001,0.70885,0.0007167,0.031716667,0.001616667,0.04265,0.0034,0.004216667,5,0.166733333,6.67e-05,24.4,1.36195,2016-01-01 05:55:00
0.0135,0.001016667,0.678883333,0.0008667,0.031733333,0.001666667,0.042783333,0.00345,0.004233333,5,0.0222,6.67e-05,24.4,1.149316667,2016-01-01 05:56:00
0.013383333,0.001,0.5976166669999999,0.0007999999999999,0.03165,0.00165,0.042733333,0.0034,0.0042,5,0.00875,5e-05,24.4,1.032816667,2016-01-01 05:57:00
0.013183333,0.001,0.331066666,0.000733367,0.03175,0.001633333,0.043066667,0.003416667,0.004233333,5,0.005166667,3.33e-05,23.9,0.7142,2016-01-01 05:58:00
0.012883333,0.001016667,0.15985,0.0008334,0.031783333,0.0017,0.043283333,0.003416667,0.004233333,5,0.005,1.67e-05,23.9,0.497066667,2016-01-01 05:59:00
0.01295,0.001,0.127133333,0.000816667,0.0318,0.001633333,0.04325,0.00345,0.004233333,6,0.005016667,1.67e-05,23.9,0.465133333,2016-01-01 06:00:00
0.012883333,0.001016667,0.175216666,0.000833333,0.031816667,0.001683333,0.0433,0.003416667,0.004233333,6,0.004966667,1.67e-05,23.9,0.512933333,2016-01-01 06:01:00
0.012916667,0.001,0.177783333,0.000499967,0.0318,0.001666667,0.043283333,0.003416667,0.004233333,6,0.114166667,1.67e-05,23.9,0.651283333,2016-01-01 06:02:00
0.012866667,0.001033333,0.204833333,0.000466667,0.031816667,0.00165,0.043283333,0.003433333,0.00425,6,0.1407,5e-05,23.9,0.71045,2016-01-01 06:03:00
0.012016667,0.001033333,0.5652999999999999,0.00085,0.031716667,0.001566667,0.0436,0.0034,0.004233333,6,0.137516667,0.000266667,23.9,1.195683333,2016-01-01 06:04:00
0.012033333,0.001016667,0.534383334,0.000833334,0.03175,0.00155,0.04355,0.003433333,0.004216667,6,0.14055,0.00025,23.9,1.184766667,2016-01-01 06:05:00
0.01205,0.001033333,0.512433333,0.000883367,0.03165,0.001433333,0.043783333,0.003416667,0.004216667,6,0.136216667,0.000283333,23.9,1.157433333,2016-01-01 06:06:00
0.01255,0.001016667,0.1573,0.000583334,0.03165,0.001433333,0.04375,0.003416667,0.004233333,6,0.136283333,5e-05,23.9,0.815616667,2016-01-01 06:07:00
0.013066667,0.001,0.11225,0.0005334,0.031733333,0.0015,0.0435,0.003433333,0.00425,6,0.135716667,0.0,23.9,0.61905,2016-01-01 06:08:00
0.01315,0.001,0.225983334,0.0005,0.031833333,0.001583333,0.043166667,0.003416667,0.00425,6,0.135466667,0.0,23.9,0.754166667,2016-01-01 06:09:00
0.0133,0.001016667,0.470183334,0.0006167,0.03155,0.001466667,0.04315,0.003416667,0.0042,6,0.13515,6.67e-05,23.9,1.042116667,2016-01-01 06:10:00
0.013433333,0.001,0.7105666660000001,0.000700034,0.031666667,0.0015,0.042616667,0.0034,0.0042,6,0.134766667,6.67e-05,23.9,1.324533333,2016-01-01 06:11:00
0.0134,0.001,0.7469166660000001,0.0006667,0.031633333,0.0016,0.042633333,0.003416667,0.004183333,6,0.1343,6.67e-05,23.9,1.359466667,2016-01-01 06:12:00
0.01325,0.001,0.7183166670000001,0.0006333,0.03155,0.001533333,0.042633333,0.003383333,0.0042,6,0.13045,3.33e-05,23.9,1.3133,2016-01-01 06:13:00
0.012716667,0.001,1.02325,0.000383367,0.031383333,0.001583333,0.043166667,0.003383333,0.004183333,6,0.12815,6.67e-05,23.9,1.603183333,2016-01-01 06:14:00
0.01235,0.001133333,0.634633334,0.000750033,0.12705,0.001833333,0.043466667,0.0034,0.004183333,6,0.126666667,0.000233333,23.9,1.208766667,2016-01-01 06:15:00
0.0123,0.001066667,0.558416667,0.000799967,0.07765,0.001766667,0.0435,0.003383333,0.0042,6,0.125683333,0.00025,23.9,1.072566667,2016-01-01 06:16:00
0.0123,0.001016667,0.556183333,0.000800033,0.031683333,0.001633333,0.043466667,0.003433333,0.0042,6,0.1253,0.00025,23.9,1.0283,2016-01-01 06:17:00
0.012316667,0.001016667,0.55365,0.000783333,0.03175,0.001516667,0.043483333,0.003383333,0.004216667,6,0.124933333,0.000266667,23.9,1.025233333,2016-01-01 06:18:00
0.01235,0.001016667,0.55445,0.000800033,0.03175,0.001566667,0.0435,0.003416667,0.004233333,6,0.124283333,0.00025,23.9,1.025866667,2016-01-01 06:19:00
0.01235,0.001183333,0.5184833329999999,0.0007667,0.1515,0.00185,0.043483333,0.003383333,0.004183333,6,0.123783333,0.00025,23.9,1.095533333,2016-01-01 06:20:00
0.012416667,0.00105,0.498283333,0.0007667,0.064383333,0.001666667,0.0434,0.0034,0.0042,6,0.123433333,0.000216667,23.9,0.99885,2016-01-01 06:21:00
0.012933333,0.001,0.0997,0.000466733,0.031783333,0.001616667,0.043166667,0.0034,0.004233333,6,0.12375,1.67e-05,23.9,0.584066667,2016-01-01 06:22:00
0.013,0.001,0.08365,0.000433367,0.031816667,0.001666667,0.0432,0.003433333,0.004233333,6,0.123483333,0.0,23.9,0.568116667,2016-01-01 06:23:00
0.013,0.001016667,0.104466667,0.000466633,0.031766667,0.001616667,0.043166667,0.0034,0.004216667,6,0.123,0.0,23.9,0.5922,2016-01-01 06:24:00
0.013066667,0.001,0.193866667,0.000533333,0.0318,0.001666667,0.043133333,0.003416667,0.004233333,6,0.122733333,0.0,23.9,0.6984,2016-01-01 06:25:00
0.0132,0.001,0.3411,0.000583367,0.031766667,0.001583333,0.043,0.003416667,0.004216667,6,0.122366667,1.67e-05,23.9,0.872033333,2016-01-01 06:26:00
0.0135,0.001,0.719433334,0.0007167,0.031716667,0.001583333,0.042716667,0.003433333,0.004216667,6,0.1227,6.67e-05,23.9,1.318816667,2016-01-01 06:27:00
0.013333333,0.001,0.789383333,0.000633333,0.031733333,0.001583333,0.042716667,0.003383333,0.0042,6,0.1224,5e-05,23.9,1.3866,2016-01-01 06:28:00
0.013383333,0.001,0.7893333339999999,0.0006833,0.03175,0.001616667,0.04275,0.003416667,0.004216667,6,0.121933333,5e-05,23.9,1.384583333,2016-01-01 06:29:00
0.01335,0.001016667,0.637866666,0.0006167,0.0318,0.001583333,0.042766667,0.003383333,0.004216667,6,0.121666667,5e-05,23.9,1.2114,2016-01-01 06:30:00
0.013133333,0.001,0.530983333,0.000550033,0.031716667,0.001566667,0.042966667,0.003416667,0.004216667,6,0.121283333,1.67e-05,23.9,1.07305,2016-01-01 06:31:00
0.012533333,0.001016667,0.421366667,0.0007,0.031666667,0.001683333,0.043516667,0.003416667,0.004233333,6,0.12125,0.000166667,23.9,0.891583333,2016-01-01 06:32:00
0.012433333,0.001016667,0.540433333,0.0010833659999999,0.031816667,0.001616667,0.043616667,0.003433333,0.00425,6,0.036433333,0.00025,23.9,0.8999,2016-01-01 06:33:00
0.0125,0.001016667,0.5101,0.001183366,0.031883333,0.00165,0.043583333,0.003416667,0.004233333,6,0.004733333,0.000233333,23.9,0.830633333,2016-01-01 06:34:00
0.012883333,0.001,0.241183333,0.000933367,0.031933333,0.001583333,0.043483333,0.003433333,0.004266667,6,0.00495,8.33e-05,23.9,0.572466667,2016-01-01 06:35:00
0.013083333,0.001016667,0.085183333,0.0008167,0.03195,0.001683333,0.043366667,0.00345,0.00425,6,0.005066667,0.0,23.9,0.4222,2016-01-01 06:36:00
0.0131,0.001,0.0839,0.0008,0.031916667,0.001566667,0.04335,0.003433333,0.00425,6,0.005433333,1.67e-05,23.9,0.421366667,2016-01-01 06:37:00
0.0131,0.001016667,0.08295,0.000816633,0.031933333,0.001666667,0.04335,0.003433333,0.00425,6,0.0051,0.0,23.9,0.4195,2016-01-01 06:38:00
0.012983333,0.001,0.171683334,0.0008333,0.0319,0.001633333,0.0434,0.00345,0.004266667,6,0.005016667,1.67e-05,23.9,0.506516667,2016-01-01 06:39:00
0.012783333,0.001,0.292916667,0.00095,0.031883333,0.0017,0.0435,0.003416667,0.00425,6,0.004916667,0.0001,23.9,0.6223,2016-01-01 06:40:00
0.012433333,0.001116667,0.563066667,0.0012333669999999,0.109883333,0.001733333,0.043733333,0.003433333,0.004233333,6,0.004683333,0.00025,23.9,0.951366667,2016-01-01 06:41:00
0.012466667,0.001116667,0.58935,0.001166667,0.105166667,0.00175,0.043733333,0.003433333,0.004216667,6,0.005083333,0.00025,23.9,0.981,2016-01-01 06:42:00
0.01255,0.001016667,0.696816667,0.001150033,0.031766667,0.001566667,0.043566667,0.0034,0.00425,6,0.004783333,0.000233333,23.9,1.0481,2016-01-01 06:43:00
0.0127,0.001016667,0.968716667,0.000866667,0.03175,0.00165,0.0433,0.003416667,0.004216667,6,0.004933333,0.000116667,23.9,1.376433333,2016-01-01 06:44:00
0.01285,0.001,1.167833334,0.0007667,0.03165,0.001616667,0.0432,0.003416667,0.004233333,6,0.00505,6.67e-05,23.9,1.616016667,2016-01-01 06:45:00
0.012833333,0.001,1.16615,0.000766633,0.031633333,0.001566667,0.043133333,0.0034,0.0042,6,0.005016667,5e-05,23.9,1.613416667,2016-01-01 06:46:00
0.012866667,0.001016667,1.126716667,0.000733267,0.031633333,0.00155,0.043133333,0.003433333,0.004216667,6,0.00545,5e-05,23.9,1.573383333,2016-01-01 06:47:00
0.0128,0.001,1.021516667,0.0007667,0.031616667,0.0016,0.0431,0.003416667,0.004216667,6,0.005033333,5e-05,23.9,1.44585,2016-01-01 06:48:00
0.013333333,0.001,0.5286333329999999,0.000766667,0.031716667,0.001616667,0.0429,0.003416667,0.004216667,6,0.005283333,3.33e-05,23.9,0.940916667,2016-01-01 06:49:00
0.013033333,0.001,0.083916667,0.000766667,0.031833333,0.001683333,0.043283333,0.0034,0.00425,6,0.005066667,0.0,23.9,0.418883333,2016-01-01 06:50:00
0.013066667,0.001016667,0.0844,0.0008,0.031883333,0.00155,0.0433,0.003433333,0.00425,6,0.005083333,0.0,23.9,0.41945,2016-01-01 06:51:00
0.0131,0.001,0.083033333,0.000800033,0.031933333,0.001633333,0.0433,0.00345,0.004233333,6,0.005466667,0.0,23.9,0.418216667,2016-01-01 06:52:00
0.013083333,0.001016667,0.0938,0.0008167,0.031966667,0.001716667,0.043333333,0.003433333,0.004266667,6,0.005066667,1.67e-05,23.9,0.4286,2016-01-01 06:53:00
0.01305,0.001,0.170766666,0.0008167,0.031966667,0.001616667,0.043366667,0.003433333,0.00425,6,0.005066667,0.0,23.9,0.43665,2016-01-01 06:54:00
0.013066667,0.001016667,0.17965,0.0007667,0.031866667,0.001566667,0.043416667,0.003466667,0.004183333,6,0.0051,3.33e-05,23.9,0.443233333,2016-01-01 06:55:00
0.012983333,0.001033333,0.2227833329999999,0.000566667,0.031766667,0.001616667,0.0434,0.003466667,0.004083333,6,0.0825,3.33e-05,23.39,0.6316,2016-01-01 06:56:00
0.0125,0.001083333,0.560533333,0.000583367,0.0317,0.001683333,0.043583333,0.0035,0.004083333,6,0.170883333,0.000233333,23.39,1.070016667,2016-01-01 06:57:00
0.012566667,0.001016667,0.52945,0.000633367,0.031733333,0.001683333,0.043533333,0.003466667,0.004083333,6,0.14955,0.000216667,23.39,1.01625,2016-01-01 06:58:00
0.012616667,0.001016667,0.509866667,0.0010833659999999,0.031766667,0.0016,0.043583333,0.003466667,0.0041,6,0.0105,0.000216667,23.39,0.820666667,2016-01-01 06:59:00
0.013133333,0.001016667,0.216416666,0.000733333,0.0318,0.001616667,0.043366667,0.003516667,0.004083333,7,0.007616667,3.33e-05,23.39,0.539166667,2016-01-01 07:00:00
0.01335,0.001033333,0.226583334,0.000750033,0.031783333,0.00155,0.04325,0.003466667,0.0041,7,0.005216667,1.67e-05,23.39,0.564366667,2016-01-01 07:01:00
0.013583333,0.00105,0.560066667,0.000816666,0.031733333,0.00165,0.042966667,0.0035,0.004083333,7,0.005816667,6.67e-05,23.39,0.9612,2016-01-01 07:02:00
0.013683333,0.001183333,0.70625,0.000850033,0.133983333,0.001833333,0.042866667,0.00345,0.004066667,7,0.00545,0.0001,23.39,1.2237,2016-01-01 07:03:00
0.0136,0.0011,0.652666666,0.0008833,0.083383333,0.001733333,0.04285,0.003483333,0.0041,7,0.005416667,6.67e-05,23.39,1.1087,2016-01-01 07:04:00
0.013416667,0.00105,0.686916666,0.000800034,0.031633333,0.001683333,0.042833333,0.003466667,0.004083333,7,0.005333333,5e-05,23.39,1.08495,2016-01-01 07:05:00
0.013133333,0.001016667,0.2617,0.00075,0.031866667,0.001566667,0.043333333,0.003483333,0.004116667,7,0.005133333,1.67e-05,23.39,0.577566667,2016-01-01 07:06:00
0.013116667,0.001016667,0.125433334,0.00075,0.031866667,0.0016,0.04335,0.0035,0.004133333,7,0.005533333,0.0,23.39,0.426083333,2016-01-01 07:07:00
0.013133333,0.001033333,0.178166667,0.000799967,0.031966667,0.001666667,0.04345,0.003483333,0.004133333,7,0.005083333,1.67e-05,23.39,0.47175,2016-01-01 07:08:00
0.012966667,0.001016667,0.265716667,0.0008667,0.0321,0.001733333,0.043433333,0.003433333,0.004266667,7,0.00505,6.67e-05,23.39,0.485883333,2016-01-01 07:09:00
0.01265,0.001016667,0.5224,0.0011000329999999,0.0321,0.001633333,0.04365,0.00345,0.004266667,7,0.004816667,0.000216667,23.39,0.735183333,2016-01-01 07:10:00
0.012633333,0.001,0.5161,0.001100034,0.032083333,0.001716667,0.04355,0.003433333,0.004266667,7,0.00485,0.000216667,23.39,0.729083333,2016-01-01 07:11:00
0.013066667,0.001016667,0.2408499999999999,0.000883367,0.032116667,0.001666667,0.043483333,0.003483333,0.004283333,7,0.005466667,6.67e-05,23.39,0.461833333,2016-01-01 07:12:00
0.013233333,0.001,0.08395,0.000733333,0.032066667,0.001666667,0.04335,0.00345,0.004283333,7,0.005183333,0.0,23.39,0.308316667,2016-01-01 07:13:00
0.013333333,0.001016667,0.1282,0.0007834,0.031983333,0.001583333,0.043433333,0.00345,0.0043,7,0.0052,0.0,23.39,0.36185,2016-01-01 07:14:00
0.013383333,0.001,0.22495,0.00075,0.03205,0.001583333,0.043283333,0.003483333,0.004266667,7,0.009,1.67e-05,23.39,0.483066667,2016-01-01 07:15:00
0.0137,0.001,0.651283333,0.0009833,0.032033333,0.001616667,0.043033333,0.003416667,0.004266667,7,0.005466667,8.33e-05,23.39,0.984616667,2016-01-01 07:16:00
0.013633333,0.001,0.756933333,0.000950034,0.03195,0.001683333,0.042833333,0.003466667,0.00425,7,0.005866667,6.67e-05,23.39,1.101983333,2016-01-01 07:17:00
0.013633333,0.001,0.7549,0.0009666999999999,0.031866667,0.001583333,0.043,0.003416667,0.00425,7,0.005466667,8.33e-05,23.39,1.099116667,2016-01-01 07:18:00
0.013616667,0.001,0.751866666,0.0009667,0.031916667,0.001733333,0.042833333,0.003433333,0.00425,7,0.005466667,8.33e-05,23.39,1.094483333,2016-01-01 07:19:00
0.013683333,0.001,0.7109500000000001,0.0009333,0.03205,0.001566667,0.04295,0.003466667,0.004266667,7,0.00545,5e-05,23.39,1.04615,2016-01-01 07:20:00
0.013483333,0.001,0.646283333,0.000883367,0.03185,0.001533333,0.042816667,0.00345,0.004233333,7,0.0054,6.67e-05,23.39,0.9656,2016-01-01 07:21:00
0.01325,0.001,0.305783333,0.0006833,0.031933333,0.001633333,0.043233333,0.003466667,0.004266667,7,0.046066667,0.0,23.39,0.612366667,2016-01-01 07:22:00
0.0132,0.001,0.13285,0.000516733,0.03205,0.001583333,0.043333333,0.003466667,0.004283333,7,0.140833333,0.0,23.39,0.5254,2016-01-01 07:23:00
0.013116667,0.001016667,0.131666667,0.000466633,0.03185,0.001666667,0.043383333,0.003416667,0.004266667,7,0.132783333,0.0,23.39,0.5138,2016-01-01 07:24:00
0.013183333,0.001,0.091766667,0.000500033,0.031933333,0.001783333,0.043283333,0.00345,0.004266667,7,0.13085,0.0,23.39,0.472533333,2016-01-01 07:25:00
0.013316667,0.001033333,0.0857,0.000500033,0.032066667,0.001616667,0.043366667,0.003466667,0.0043,7,0.129816667,1.67e-05,23.39,0.465566667,2016-01-01 07:26:00
0.013183333,0.001,0.083783333,0.00055,0.0319,0.001616667,0.043233333,0.00345,0.004266667,7,0.128783333,0.0,23.39,0.46115,2016-01-01 07:27:00
0.013166667,0.001,0.08355,0.000483367,0.031833333,0.001633333,0.043366667,0.00345,0.00425,7,0.12795,0.0,23.39,0.459883333,2016-01-01 07:28:00
0.013233333,0.001016667,0.0841,0.000516733,0.03195,0.001666667,0.043266667,0.003416667,0.004283333,7,0.127583333,0.0,23.39,0.4605,2016-01-01 07:29:00
0.013133333,0.001,0.120133333,0.000549933,0.031933333,0.001633333,0.043316667,0.00345,0.004266667,7,0.12695,0.0,23.39,0.4947,2016-01-01 07:30:00
0.0131,0.001,0.1331,0.000516633,0.031866667,0.00165,0.043266667,0.003433333,0.00425,7,0.126466667,1.67e-05,23.39,0.506783333,2016-01-01 07:31:00
0.013216667,0.001033333,0.1626,0.000533367,0.031916667,0.001583333,0.04345,0.00345,0.004283333,7,0.12615,0.0,23.39,0.542216667,2016-01-01 07:32:00
0.0133,0.001033333,0.279166666,0.0005667,0.031966667,0.001583333,0.04335,0.00345,0.004266667,7,0.125633333,1.67e-05,23.39,0.681333333,2016-01-01 07:33:00
0.01355,0.001016667,0.5786833339999999,0.0007,0.03195,0.001616667,0.0431,0.00345,0.004266667,7,0.125266667,5e-05,23.39,1.034183333,2016-01-01 07:34:00
0.013666667,0.001,0.76185,0.0008167,0.031783333,0.001433333,0.043083333,0.0034,0.00425,7,0.124916667,0.000133333,23.39,1.252466667,2016-01-01 07:35:00
0.013683333,0.001,0.7333666670000001,0.000766667,0.031916667,0.001583333,0.042833333,0.00345,0.00425,7,0.124566667,6.67e-05,23.39,1.217616667,2016-01-01 07:36:00
0.013566667,0.001,0.6509,0.0007166329999999,0.0317,0.00165,0.0428,0.00345,0.004266667,7,0.124183333,5e-05,23.39,1.1169,2016-01-01 07:37:00
